1,82,-31023.7,-190913,1.27099e-05,0.0636486,0.0609234,0.932076,0.0288822
5001,35,-31011.2,-11517.1,9.48037e-07,0.0636486,0.0609234,0.932076,0.0278291
10001,22,-30986.9,-11557.9,7.11198e-06,0.0648422,0.0609234,0.920565,0.0306148
15001,20,-30988.7,-11552.7,1.35094e-05,0.0648422,0.0622472,0.934601,0.0233146
20001,19,-30992.1,-11575.4,2.22357e-06,0.0627691,0.0651644,0.972626,0.0362634
25001,19,-30981.9,-11595.3,6.31589e-06,0.0708314,0.0651644,0.908313,0.037836
30001,19,-30978.2,-11548.6,1.96937e-06,0.0708314,0.0688656,0.94559,0.0326398
35001,20,-30974.2,-11570.9,3.37533e-07,0.0711694,0.0682122,0.936873,0.0252145
40001,20,-30977.7,-11542.3,1.09496e-05,0.0715487,0.0625947,0.869855,0.0302441
45001,19,-30959.9,-11557.9,3.44472e-06,0.0632853,0.0646924,0.966818,0.0243363
50001,20,-30960.4,-11568.7,9.18923e-06,0.0668107,0.0646924,0.941019,0.0273384
55001,20,-30947.3,-11576.7,5.31408e-06,0.0649286,0.0646924,0.955877,0.0251929
60001,19,-30957.5,-11576.3,1.042e-05,0.0651785,0.0600672,0.907232,0.0316874
65001,18,-30958.4,-11632.4,4.16342e-06,0.0663827,0.0600672,0.894324,0.0329509
70001,20,-30950.2,-11645.9,9.02459e-06,0.0682448,0.0600672,0.873784,0.0284593
75001,20,-30956.8,-11574.5,1.04927e-05,0.0682448,0.0677077,0.955616,0.0269336
80001,18,-30957.8,-11569.8,3.064e-06,0.0682448,0.0681646,0.95908,0.0303677
85001,20,-30959.8,-11573.2,6.09135e-06,0.0732078,0.0681646,0.917949,0.0318757
90001,18,-30959.8,-11553.8,6.13699e-06,0.0732078,0.0681646,0.917949,0.0371998
95001,17,-30956.2,-11608.5,5.09699e-08,0.0698969,0.0666008,0.932458,0.0347041
100001,17,-30951.8,-11625.7,1.34923e-05,0.0686633,0.0666008,0.943062,0.0201833
